,trial_id,protocol_or_trial_id,trial_title,therapeutic_area,disease,sponsor,sponsor_type,primary_endpoint,secondary_endpoint,contains_nct,nct_number,drug_id
47,108541,"NCT01136161, RUTISAPH2, TrialTroveID-108541","Double-Blind, Randomized, Placebo-Controlled Phase II Clinical Trial to Investigate the Safety, Tolerability, and Immunogenicity of the Novel Antituberculous Vaccine RUTI Following One Month of Isoniazid Treatment in Subjects With Latent Tuberculosis Infection",Vaccines (Infectious Disease),Vaccines (Infectious Disease): Respiratory Vaccines,Archivel Farma,"Industry, all other pharma","Adverse Events, Cardiac Telemetry, Heart rate corrected QT interval, Heart rate, Immunogenicity (other timeframe), Myalgia, Nausea, Safety and Tolerability, Visual Analog Scale, Vital signs",Immunogenicity (other timeframe),True,NCT01136161,60945
48,102501,"EudraCT Number: 2006-000690-29, FA/MI/01, NCT00546273, TrialTroveID-102501","Double-Blind, Randomized, Placebo-Controlled Phase I Study, to Study the Tolerability and Immunogenicity of RUTI Antituberculosis Vaccine Different Doses (5, 25, 100 and 200mcg of FCMtb) in Healthy Volunteers",Vaccines (Infectious Disease),Vaccines (Infectious Disease): Respiratory Vaccines,"(Other Hospital/Academic/Medical Center), Archivel Farma","Academic, Industry, all other pharma",Visual Analog Scale for Pain,"Immunogenicity (other timeframe), Immunogenicity at 28 days",True,NCT00546273,60945
49,128528,TrialTroveID-128528,Phase II Study of L19-131I in Patients with Hematological Malignancies.,Oncology,"Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Multiple Myeloma",Philogen,"Industry, all other pharma",Safety and Tolerability,,False,,31272
50,127280,"2009-017072-24, NCT01124812, PH-L19SIPI131-04/09, TrialTroveID-127280","A Prospective Non-randomized Study of 131I-L19SIP Radioimmunotherapy (RIT) in Combination With External Beam Radiotherapy (EBRT) and Concurrent Chemotherapy in Patients With Inoperable, Locally-advanced (Stage III) NSCLC",Oncology,"Oncology: Lung, Non-Small Cell",Philogen,"Industry, all other pharma","Adverse Events, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Maximum tolerated dose, Safety and Tolerability, Safety and Tolerability, Vital signs","Overall response rate, Overall survival",True,NCT01124812,31272
51,124580,"EudraCT Number: 2009-013002-13, NCT01125085, PH-L19SIPI131-01/09, TrialTroveID-124580",A Prospective Non-randomized Study of 131I-L19SIP Radioimmunotherapy (RIT) in Combination With Whole Brain Radiation Therapy (WBRT) in Patients With Multiple Brain Metastases From Solid Tumors,Oncology,"Oncology: Breast; Oncology: Colorectal; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer",Philogen,"Industry, all other pharma","Adverse Events, Common Terminology Criteria for Adverse Events, Safety and Tolerability, Treatment Emergent Adverse Events, Vital signs","Duration of overall response, Overall survival, Quality of Life",True,NCT01125085,31272
52,74072,"NCT01242943, PH-L19SIPI131-07/07, TrialTroveID-074072",A Phase I/II Dose Finding and Efficacy Study of the Tumour Targeting Human 131I-L19SIP Monoclonal Antibody in Patients with Cancer,Oncology,"Oncology: (N/A); Oncology: Colorectal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Prostate","Bayer AG/Bayer Pharmaceuticals {Bayer HealthCare {Bayer Schering Pharma {Schering AG}}}, Philogen","Industry, Top 20 Pharma, Industry, all other pharma",Maximum tolerated dose,"Adverse Events, Overall response rate, Overall survival, Progression-free survival, Safety and Tolerability",True,NCT01242943,31272
53,67147,"2005-000545-11, INT 05/25, TrialTroveID-067147",Phase I Study of Anti Fibronectin 131I-L19-Small Immunoprotein (SIP).,Oncology,"Oncology: (N/A); Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Multiple Myeloma; Oncology: Pancreas; Oncology: Prostate; Oncology: Renal","Bayer AG/Bayer Pharmaceuticals {Bayer HealthCare {Bayer Schering Pharma {Schering AG}}}, Southern Europe New Drug Organization, Philogen","Industry, Top 20 Pharma, Not for Profit Funding Entity, Industry, all other pharma",,,False,,31272
54,398569,"CTRI/2021/02/030882, TrialTroveID-398569",Study of Inj. Sepsivac in gram negative sepsis,Infectious Disease,Infectious Disease: Sepsis,(Other Hospital/Academic/Medical Center),Academic,Mortality,"Adverse Events, Days on mechanical ventilation, Duration of hospitalization, Sequential Organ Failure Assessment",False,,39091
55,398027,TrialTroveID-398027,Innate Immune Response Modulation and Resistance to SARS-CoV-2 infection: A Prospective Comparative Cohort Study in High Risk Healthcare Workers,Infectious Disease; Vaccines (Infectious Disease),"Infectious Disease: Novel coronavirus (2019-nCoV, COVID-19); Vaccines (Infectious Disease): Respiratory Vaccines","(Other Hospital/Academic/Medical Center), Cadila Pharmaceuticals {Cadila Laboratories}","Academic, Industry, all other pharma",Immunogenicity at 28 days,,False,,39091
56,397010,"01112020001, CTRI/2021/01/030585, TrialTroveID-397010",Study of Inj. Sepsivac in gram negative sepsis,Infectious Disease,Infectious Disease: Sepsis,(Other Hospital/Academic/Medical Center),Academic,Mortality,"Adverse Events, Duration of hospitalization, Sequential Organ Failure Assessment",False,,39091
57,392218,"CTRI/2020/12/029825, TrialTroveID-392218",Study of Inj. Sepsivac in gram negative sepsis,Infectious Disease,Infectious Disease: Sepsis,(Other Hospital/Academic/Medical Center),Academic,Mortality,"Adverse Events, Days on mechanical ventilation, Duration of hospitalization, Sequential Organ Failure Assessment",False,,39091
58,384254,"CTRI/2020/09/027741, TrialTroveID-384254",A Randomized Double Blind Controlled study to assess the dose related effect of Mycobacterium w on clinical course of Corona Virus Disease 2019 (COVID-19),Infectious Disease; Vaccines (Infectious Disease),"Infectious Disease: Novel coronavirus (2019-nCoV, COVID-19); Vaccines (Infectious Disease): Respiratory Vaccines","(Other Hospital/Academic/Medical Center), Cadila Pharmaceuticals {Cadila Laboratories}","Academic, Industry, all other pharma",Immunogenicity at 28 days,"Adverse Events, Immunogenicity at 28 days, Serious Adverse Events",False,,39091
59,383844,"CTRI/2020/08/027475, TrialTroveID-383844",Randomized Controlled Trial Of Immunomodulator Mycobacterium w In Mild And Moderate Cases of COVID-19 Pneumonia,Infectious Disease; Vaccines (Infectious Disease),"Infectious Disease: Novel coronavirus (2019-nCoV, COVID-19); Infectious Disease: Respiratory Infections; Vaccines (Infectious Disease): Respiratory Vaccines",Cadila Pharmaceuticals {Cadila Laboratories},"Industry, all other pharma","Immunogenicity at 28 days, Mortality","Duration of ICU stay, Immunogenicity at 28 days",False,,39091
60,375604,"CTRI/2020/05/025350, TrialTroveID-375604","Observational study to assess safety and efficacy of Inj Sepsivac in patients of COVID-19 at R D Gardi Medical College, Ujjain, India",Infectious Disease; Vaccines (Infectious Disease),"Infectious Disease: Novel coronavirus (2019-nCoV, COVID-19); Vaccines (Infectious Disease): Respiratory Vaccines",(Other Hospital/Academic/Medical Center),Academic,Immunogenicity at 28 days,"Duration of hospitalization, Immunogenicity at 28 days, Safety and Tolerability",False,,39091
61,372938,"CRSC20006, CTRI/2020/05/025271, NCT04358809, TrialTroveID-372938","A Randomized, Double-blind, Two Arm, Controlled Clinical Trial to Compare the Efficacy and Safety of Mycobacterium w (Mw) Administered Along With Standard of Care Versus Placebo Administered Along With Standard of Care, in Adult, COVID-19 Positive Patients Hospitalized But Not Critically Ill.",Infectious Disease; Vaccines (Infectious Disease),"Infectious Disease: Novel coronavirus (2019-nCoV, COVID-19); Vaccines (Infectious Disease): Respiratory Vaccines","Cadila Pharmaceuticals {Cadila Laboratories}, (Other government agency)","Industry, all other pharma, Government","Immunogenicity at 21 days, Immunogenicity at 28 days","Adverse Events, Immunogenicity at 21 days, Immunogenicity at 28 days, Leukocyte count, Safety and Tolerability, Serious Adverse Events",True,NCT04358809,39091
62,372399,"CRSC20005, CTRI/2020/05/025277, NCT04353518, TrialTroveID-372399","A Randomized, Double-blind, Two Arm, Placebo Controlled Clinical Trial to Evaluate the Efficacy and Safety of Mycobacterium w in Preventing COVID-19 in Subjects at Risk of Getting Infected With COVID-19",Infectious Disease; Vaccines (Infectious Disease),"Infectious Disease: Novel coronavirus (2019-nCoV, COVID-19); Vaccines (Infectious Disease): Respiratory Vaccines","Cadila Pharmaceuticals {Cadila Laboratories}, (Other government agency)","Industry, all other pharma, Government",Immunogenicity at 28 days,"Adverse Events, Immunogenicity at 28 days, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events",True,NCT04353518,39091
63,371956,"CRSC20004, CTRI/2020/04/024846, NCT04347174, TrialTroveID-371956",A Clinical Trial to Evaluate the Safety and Efficacy of Mycobacterium W in Critically Ill Patients Suffering From COVID-19 Infection,Infectious Disease; Vaccines (Infectious Disease),"Infectious Disease: Novel coronavirus (2019-nCoV, COVID-19); Vaccines (Infectious Disease): Respiratory Vaccines","Cadila Pharmaceuticals {Cadila Laboratories}, (Other government agency)","Industry, all other pharma, Government","28-day mortality, Adverse Events, Immunogenicity at 21 days, Immunogenicity at 28 days, Sequential Organ Failure Assessment, Serious Adverse Events","Adverse Events, Duration of hospitalization, Duration of ICU stay, Immunogenicity at 28 days, Mortality, Sequential Organ Failure Assessment, Serious Adverse Events",True,NCT04347174,39091
64,249828,"CTRI/2015/07/005961, MISS, NCT02330432, PGI /0151, Pulm/Mw/002, TrialTroveID-249828","Randomized, Double blind, Two Arm, Comparative Controlled, Prospective Clinical Trial of Mycobacterium w in Combination with Standard Therapy versus Standard Therapy Alone in Sepsis due to Gram Negative Infection, , Mycobacterium w in Patients With Severe Sepsis (MISS)",Infectious Disease,Infectious Disease: Sepsis,"(Other Hospital/Academic/Medical Center), Cadila Pharmaceuticals {Cadila Laboratories}","Academic, Industry, all other pharma","28-day mortality, Mortality","Adverse Events, C reactive protein, Duration of hospitalization, Duration of ICU stay, Sequential Organ Failure Assessment",True,NCT02330432,39091
65,200106,"IP 39, MISS, NCT02025660, TrialTroveID-200106","Does Immune-modulation Improve the Survival in Patients With Severe Sepsis? ""A Proof of the Concept Study""",Infectious Disease,Infectious Disease: Sepsis,(Other Hospital/Academic/Medical Center),Academic,"28-day mortality, Mortality","Duration of hospitalization, Duration of ICU stay, Sequential Organ Failure Assessment",True,NCT02025660,39091
66,149274,TrialTroveID-149274,Efficacy and safety of immunomodulator (Mycobacterium W) as an adjunct therapy in category II pulmonary tuberculosis.,Vaccines (Infectious Disease),Vaccines (Infectious Disease): Respiratory Vaccines,(Other government agency),Government,,,False,,39091
67,149060,"CR-01A/2003-10, NCT00265226, NI-705, TrialTroveID-149060",Efficacy and Safety Study of Immunomodulator (Mycobacterium w) as an Adjunct Therapy in Category-II Pulmonary Tuberculosis Along With Assessment of Immunological Parameters.,Vaccines (Infectious Disease),Vaccines (Infectious Disease): Respiratory Vaccines,"Cadila Pharmaceuticals {Cadila Laboratories}, (Other government agency)","Industry, all other pharma, Government",Safety and Tolerability,Physician's Global Assessment,True,NCT00265226,39091
68,110662,"70/1192, CTRI/2008/091/000292, TEMP UTRN 024846871-16122008392171, TrialTroveID-110662","Randomized, double bind, two arm, multicentric, comparative controlled,  prospective clinical trial of mycobacterium w in combination with standard therapy versus standard therapy alone in sepsis due to gram(-) ve infections",Infectious Disease; Vaccines (Infectious Disease),Infectious Disease: Sepsis; Vaccines (Infectious Disease): Respiratory Vaccines,"Cadila Pharmaceuticals {Cadila Laboratories}, (Other government agency)","Industry, all other pharma, Government","Immunogenicity at 28 days, Mortality","Adverse Events, C reactive protein, Immunogenicity at 28 days",False,,39091
69,107476,"CTRI/2009/091/000055, TEMP UTRN 122338702-09022009472953, TrialTroveID-107476",A comparative study of effectiveness of immunotherapy with intralesional injection of killed Mycobacterium w vaccine and imiquimod cream in clinical resolution and reduction of viral load: A randomized trial,Infectious Disease; Vaccines (Infectious Disease),Infectious Disease: HPV; Vaccines (Infectious Disease): Other Viral Vaccines,"All India Institute of Medical Sciences (AIIMS), (Other government agency)","Academic, Government",,,False,,39091
70,101567,"CR-01C-1/2003-10, NCT00341328, NI-894, TrialTroveID-101567",Efficacy and Safety of Immunomodulator (Mycobacterium w.) as an Adjunct Therapy in Category I Pulmonary Tuberculosis and Along With Assessment of Immunological Parameters.,Vaccines (Infectious Disease),Vaccines (Infectious Disease): Respiratory Vaccines,"All India Institute of Medical Sciences (AIIMS), Cadila Pharmaceuticals {Cadila Laboratories}, (Other government agency)","Academic, Industry, all other pharma, Government",Safety and Tolerability,Clinical Global Impression,True,NCT00341328,39091
71,93928,TrialTroveID-093928,Intravenous Cadi-05: Phase I Single Dose Study,Oncology,"Oncology: Bladder; Oncology: CNS, Glioblastoma; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Soft Tissue Sarcoma; Oncology: Testicular",(Other Hospital/Academic/Medical Center),Academic,,,False,,39091
72,92473,"CR-60/9150, CTRI/2007/091/000034, NCT00694915, TEMP UTRN 034051431-1611200742171, TrialTroveID-092473","Open Label, Randomized, Multicentric, Comparative and Controlled Clinical Trial to Compare the Efficacy and Toxicity of Mycobacterium w Intra-Dermal to Intravesical BCG in Patients With Newly Diagnosed Superficial Transitional Cell Carcinoma With High Probability of Recurrence",Oncology,Oncology: Bladder,Cadila Pharmaceuticals {Cadila Laboratories},"Industry, all other pharma","Overall response rate, Quality of Life, Recurrence, Response rate, Safety and Tolerability",Quality of Life,True,NCT00694915,39091
73,92466,"CR-80/8230, CTRI/2009/091/000664, NCT00694798, TEMP UTRN 020304144-190820091132171, TrialTroveID-092466","Open Label, Single Arm, Exploratory Phase I Clinical Trial to Evaluate Efficacy and Safety of Mycobacterium W (Mw) in BCG Refractory Superficial Transitional Cell Carcinoma",Oncology,Oncology: Bladder,Cadila Pharmaceuticals {Cadila Laboratories},"Industry, all other pharma","Complete response, Overall response rate, Partial response, Response rate","Complete response, Partial response, Recurrence, Safety and Tolerability",True,NCT00694798,39091
74,90531,"CR-60/7260, CTRI/2007/091/000037, NCT00680940, TEMP UTRN 041218616-0212200747171, TrialTroveID-090531","Open Label, Randomized Multicentric Phase II Clinical Trial of Mycobacterium w in Combination With Paclitaxel Plus Cisplatin Versus Paclitaxel and Cisplatin in Advanced Non Small Cell Lung Cancer.",Oncology,"Oncology: Lung, Non-Small Cell",Cadila Pharmaceuticals {Cadila Laboratories},"Industry, all other pharma","Overall survival, Quality of Life","Overall response rate, Response rate",True,NCT00680940,39091
75,89998,"1_20061206_118, CR-60/4051, MOSCA-CADI-05, NCT00675727, TrialTroveID-089998","Open Label, Single Arm, Phase I/II Study of CADI-05 in Patients with Advanced Stage III or Stage IV Melanoma.",Oncology,Oncology: Melanoma,Cadila Pharmaceuticals {Cadila Laboratories},"Industry, all other pharma",Safety and Tolerability,Immune Response,True,NCT00675727,39091
